Sl No,date,day,shift,coursecode,roomno,rollnolist
323,24-09-2025,Wednesday,Evening,CS3104,LT103,"2301CS01,2301CS02,2301CS03,2301CS04,2301CS05,2301CS06,2301CS07,2301CS08,2301CS09,2301CS10,2301CS11,2301CS12,2301CS13,2301CS14,2301CS15,2301CS16,2301CS17,2301CS18,2301CS19,2301CS20,2301CS21,2301CS22,2301CS23,2301CS24,2301CS25,2301CS26,2301CS27,2301CS28,2301CS29,2301CS30,2301CS31,2301CS32,2301CS33,2301CS34,2301CS35,2301CS36,2301CS37,2301CS38,2301CS39,2301CS40,2301CS41,2301CS42,2301CS43,2301CS44,2301CS45,2301CS46,2301CS47,2301CS48,2301CS49,2301CS50,2301CS51,2301CS52,2301CS53,2301CS54,2301CS55,2301CS56,2301CS57,2301CS58,2301CS59,2301CS60,2301CS61,2301CS63,2301CS64,2301CS65,2301CS66,2301CS67,2301CS68,2301CS69,2301CS70,2301CS71,2301CS72,2301CS73,2301CS74,2301CS75,2301CS76,"
324,24-09-2025,Wednesday,Evening,CS3104,CC-1,"2301CS77,2301CS78,2301CS79,2301CS80,2301CS81,2301CS82,2301CS83,2301CS84,2301CS85,2301CS86,2301CS87,2301CS88,2301CS89,2301CS90,2301CS91,2301CS92,2301CS93,2301CS94,2301CS95,2302CS01,2302CS02,2302CS03,2302CS04,2302CS05,2302CS06,2302CS07,2302CS08,2302CS09,2302CS10,2302CS11,"
325,24-09-2025,Wednesday,Evening,EC3105,CC-1,"2301EE46,2301EE47,2301EE48,2301EE49,2301EE50,2301EE51,2301EE52,2301EE53,2301EE54,2301EE55,2301EE56,2301EE57,2301EE58,2301EE59,2301EE60,2301EE61,2302CM01,2302CM02,2302CM03,2302CM04,2302CM05,2302CM06,2302CM07,2302CM08,2302CM09,2302PC02,2302PC03,2302PC04,2302PC06,2302PC07,2302PC08,2302PC09,2302PC10,2302VL01,2302VL02,2302VL03,2302VL04,2302VL05,2302VL06,2302VL07,2302VL08,2302VL09,2302VL10,2302VL11,"
326,21-09-2025,Sunday,Morning,CE5113,104,"2511TE02,2511TE03,2511TE04,2511TE05,2511TE06,2511TE07,2511TE08,"
327,21-09-2025,Sunday,Morning,CS6109,LT003,"2422CS03,2422CS04,2422CS05,2422CS11,2422CS15,2422CS16,2422CS18,2422CS19,2422CS20,2422CS21,2422CS22,2422CS23,2422CS24,2422CS25,2422CS27,2511AI01,2511AI02,2511AI03,2511AI04,2511AI06,2511AI07,2511AI08,2511AI09,2511AI10,2511AI11,2511AI12,2511AI13,2511AI14,2511AI15,2511AI17,2511AI18,2511AI19,2511AI20,2511AI21,2511AI23,2511AI24,2511AI25,2511AI26,2511AI27,2511AI28,2511AI29,2511AI30,2511AI31,2511AI33,2511AI34,2511AI35,2511AI36,2511AI38,2511AI39,2511AI41,2511AI42,2511AI43,2511AI44,2511AI45,2511AI46,2511AI47,2511AI48,2511AI49,2511AI50,2511AI51,2511AI52,2511AI54,2511AI55,2511AI56,2511AI57,2511AI58,2511AI60,2511AI61,2511AI62,2511AI63,2511CS01,2511CS02,2511CS03,2511CS04,2511CS06,"
328,21-09-2025,Sunday,Morning,CS6109,LT101,"2511CS07,2511CS08,2511CS09,2511CS10,2511CS11,2511CS12,2511CS13,2511CS14,2511CS15,2511CS17,2511CS18,2511CS20,2511CS22,2511CS23,2511CS24,2511CS25,2511MC02,2511MC03,2511MC04,2511MC05,2511MC06,2511MC08,2511MC09,2511MC10,2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,2521CS01,2521CS03,2521CS04,2521CS05,2521CS06,2521CS07,2521CS11,2521CS12,2521CS13,2521CS14,2521CS15,2521CS16,2521CS17,2521CS19,2521CS20,2521CS21,2521CS22,2521CS24,"
329,21-09-2025,Sunday,Morning,CS603,109,"2201CS78,2201CS79,2201CS80,2201CS81,2201CS82,2201CS83,2201CS84,2201CS85,2201CS86,2201CS87,2201CS88,2201CS89,2201CS90,2201CS91,2201CS92,2201CS93,2201CS94,"
330,22-09-2025,Monday,Morning,CS6103,103,"2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,2521CS01,2521CS02,2521CS03,2521CS04,2521CS05,2521CS06,2521CS07,2521CS10,2521CS11,2521CS12,2521CS13,2521CS14,2521CS15,2521CS16,2521CS17,2521CS20,2521CS21,2521CS22,2521CS24,2521CS27,2521CS28,2521CS29,2521CS31,2521CS33,"
331,22-09-2025,Monday,Morning,EC5104,301,"2511VL08,2511VL09,"
332,22-09-2025,Monday,Morning,MA5106,301,"2412MA01,2412MA04,"
333,22-09-2025,Monday,Morning,CS6103,105,"2521EE11,2521MA01,"
334,22-09-2025,Monday,Morning,EP403,105,"2201PH01,2201PH02,2201PH03,2201PH05,2201PH06,2201PH09,2201PH10,2201PH11,2201PH12,2201PH13,2201PH14,2201PH15,2201PH16,2201PH17,2201PH18,2201PH19,2201PH20,2201PH21,2201PH22,2201PH23,2201PH24,2201PH25,2201PH26,2201PH27,2201PH28,2201PH29,2201PH31,2201PH32,2201PH34,2201PH35,"
335,22-09-2025,Monday,Morning,HS2115,501,"2403EC01,2403EE01,2403EE02,2403EE04,2403MC01,2403ME01,2403ME02,2403ME03,2403ME04,2403ME05,2403ME06,2403ME07,2403ME08,2403ME09,2403ME10,2403ME11,2403ME12,2403ME13,2403ME14,2403ME15,2403MM04,2403PH03,2403PH04,"
336,22-09-2025,Monday,Morning,MA5106,501,"2412MA10,2412MA12,2412MA13,2412MA14,2412MA16,2412MA17,2412MA18,2412MA22,2412MA23,"
337,25-09-2025,Thursday,Morning,EP2104,102,"2401EE57,2401MC50,2401MC53,2401PH01,2401PH02,2401PH03,2401PH04,2401PH05,2401PH06,2401PH07,2401PH08,2401PH10,2401PH11,2401PH12,2401PH13,2401PH15,2401PH16,2401PH17,2401PH18,2401PH19,2401PH20,2401PH21,2401PH23,2401PH24,2401PH25,2401PH26,2401PH27,2401PH28,2401PH30,2401PH31,2401PH32,2403PH01,2403PH02,2403PH03,2403PH04,2403PH05,"
338,25-09-2025,Thursday,Morning,MM2103,102,"2401CS90,2401EC50,2401EC52,2401EE56,2401MM01,2401MM02,2401MM03,2401MM04,2401MM05,2401MM06,2401MM07,2401MM08,2401MM09,2401MM10,2401MM12,2401MM13,2401MM14,2401MM15,2401MM17,2401MM18,2401MM19,2401MM21,2401MM22,2401MM23,2401MM24,2401MM25,2401MM26,2401MM27,2401MM28,2401MM29,2401MM30,2401MM31,2401MM32,2401MM33,2401MM34,2401MM35,2401MM36,2401MM39,2403MM01,2403MM02,2403MM03,2403MM04,2403MM05,"
339,25-09-2025,Thursday,Morning,PH4104,104,"2512PH01,2512PH02,2512PH03,2512PH04,2512PH06,2512PH07,2512PH08,2512PH09,2512PH10,2512PH11,2512PH12,2512PH13,2512PH14,2512PH15,2512PH16,2512PH17,2512PH18,2512PH19,2512PH20,2512PH22,2512PH23,2512PH26,"
340,25-09-2025,Thursday,Morning,MC5102,104,"2511MC02,2511MC03,2511MC04,2511MC05,2511MC06,2511MC08,2511MC09,2511MC10,2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,"
341,25-09-2025,Thursday,Morning,CH2103,104,"2401AI51,2401AI52,2401CT01,2401CT03,2401CT04,2401CT05,2401CT06,2401CT07,2401CT09,2401CT10,2401CT11,2401CT12,2401CT13,2401CT14,2401CT15,2401CT16,2401CT17,2401CT18,2401CT19,2401CT20,2401CT21,2401CT22,2401CT23,2401CT25,2401CT26,2401CT28,2401CT29,2401CT30,2401CT31,2401CT32,2401CT34,2401CT35,2401CT36,2401EC53,2401MC57,2403CT01,2403CT02,2403CT03,2403CT04,2403CT05,"
342,25-09-2025,Thursday,Morning,CB2105,107,"2401CB01,2401CB02,2401CB03,2401CB04,2401CB05,2401CB06,2401CB07,2401CB08,2401CB09,2401CB10,2401CB11,2401CB12,2401CB14,2401CB15,2401CB16,2401CB17,2401CB18,2401CB19,2401CB21,2401CB22,2401CB23,2401CB25,2401CB26,2401CB27,2401CB29,2401CB30,2401CB31,2401CB32,2401CB33,2401CB34,2401CB35,2401CB36,2401CB38,2401CB40,2401CB41,2401CB42,2401CB43,2401CB44,2401CB45,2401CB46,2401CB48,2401CB50,2401CB52,2401CB53,2401CB54,2401CB55,2401CB56,2401CB58,2401CB59,2401CB60,2401CB61,2401CB62,2401CB63,2401CB64,2401CB65,2401CB66,2401CB67,2401CB68,2401CB69,2401CB70,2401EC54,2401EC57,2401EC60,2401EC61,2401EC63,2401EE52,"
343,25-09-2025,Thursday,Morning,CE5110,107,"2511ST01,2511ST02,2511ST04,2511ST05,2511ST06,2511ST07,2511ST08,2511ST09,2511ST11,2511ST12,2511ST14,2511ST15,"
344,25-09-2025,Thursday,Morning,CH4104,109,"2512CH01,2512CH02,2512CH03,2512CH04,2512CH05,2512CH06,2512CH07,2512CH08,2512CH09,2512CH10,2512CH11,2512CH12,2512CH13,2512CH14,2512CH15,2512CH16,2512CH17,2512CH18,2512CH19,2512CH20,2512CH21,2512CH22,2512CH24,2512CH25,2512CH26,2512CH27,"
345,25-09-2025,Thursday,Morning,HS2104,109,"2401ES01,2401ES02,2401ES03,2401ES04,2401ES05,2401ES06,2401ES07,2401ES08,2401ES09,2401ES10,2401ES11,2401ES12,2401ES13,2401ES14,2401ES15,2401ES16,2401ES17,2401ES19,2401ES20,2403ES01,2403ES02,2403ES03,2403ES04,2403ES05,"
346,25-09-2025,Thursday,Morning,EC5108,109,"2411EE13,2511CM01,2511CM02,2511CM03,2511CM04,2511CM05,2511CM06,2511CM07,2511CM08,2511CM09,2511CM10,2511CM11,2511CM12,2511CM14,2511CM15,2511CM16,2511CM17,"
347,25-09-2025,Thursday,Morning,CE5102,301,"2511EV01,2511EV02,2511EV03,2511EV05,2511EV06,2511EV07,2511EV08,2511EV09,2511EV10,"
348,25-09-2025,Thursday,Morning,EE6103,301,"2422EE01,2511PC01,2511PC02,2511PC04,2521EE09,2521EE13,2521EE19,2521EE23,"
349,25-09-2025,Thursday,Morning,EC6105,301,"2421EE24,2422EE04,2422EE07,2511VL01,2511VL04,2511VL05,2511VL06,2511VL07,2511VL08,2511VL09,2521EE06,2521EE07,2521EE10,2521EE14,2521EE16,2521EE20,"
350,25-09-2025,Thursday,Morning,CE5112,LT103,"2511TE02,2511TE03,2511TE04,2511TE05,2511TE06,2511TE07,2511TE08,"
351,25-09-2025,Thursday,Morning,MA2103,LT103,"2401AI50,2401AI53,2401CS96,2401MC01,2401MC02,2401MC03,2401MC04,2401MC05,2401MC06,2401MC07,2401MC08,2401MC09,2401MC10,2401MC11,2401MC12,2401MC13,2401MC14,2401MC15,2401MC16,2401MC17,2401MC18,2401MC19,2401MC20,2401MC21,2401MC22,2401MC23,2401MC24,2401MC25,2401MC26,2401MC27,2401MC29,2401MC30,2401MC31,2401MC32,2401MC33,2401MC34,2401MC35,2401MC36,2401MC37,2401MC38,2401MC39,2401MC40,2401MC42,2401MC43,2401MC44,2401MC46,2401MC47,2401MC48,2401MC49,2401MC50,2401MC51,2401MC52,2401MC53,2401MC54,2401MC55,2401MC56,2401MC57,2401MC58,2402CS11,2402MC01,2402MC02,2402MC03,2402MC05,2402MC06,2402MC07,2402MC08,2402MC09,2402MC10,2402MC11,2402MC12,2403MC01,2403MC02,2403MC03,"
352,25-09-2025,Thursday,Morning,ME2103,308,"2401AI56,2401CS88,2401CS94,2401EC58,2401EC59,2401MC52,2401MC55,2401MC58,2401ME01,2401ME04,2401ME05,2401ME06,2401ME07,2401ME08,2401ME09,2401ME11,2401ME12,2401ME13,2401ME14,2401ME15,2401ME16,2401ME17,2401ME20,2401ME21,2401ME22,2401ME23,2401ME24,2401ME25,2401ME26,2401ME27,2401ME28,2401ME29,2401ME30,2401ME31,2401ME32,2401ME33,2401ME34,2401ME35,2401ME36,2401ME37,2401ME38,2401ME39,2401ME41,2401ME42,2401ME43,2401ME44,2401ME45,2401ME46,2401ME48,2401ME49,2401ME50,2401ME51,2401ME52,2401ME53,2401ME55,2401ME56,2401ME57,2401ME58,2401ME59,2401ME60,2401ME61,2401ME62,2401ME63,2401ME64,2401ME65,2401ME66,2401ME67,2401ME68,2401ME69,2401ME70,2401ME71,2401ME72,2401ME73,2401ME74,2401ME75,"
353,25-09-2025,Thursday,Morning,MM5104,308,"2511MM01,2511MM04,2511MM05,2511MM06,2511MM09,"
354,25-09-2025,Thursday,Morning,MA2103,309,"2403MC04,2403MC05,"
355,25-09-2025,Thursday,Morning,ME2103,309,"2401ME76,2401ME77,2401ME78,2401ME79,2401ME81,2401ME82,2402MC12,2402MT01,2402MT02,2402MT04,2402MT05,2402MT06,2402MT07,2402MT08,2402MT09,2403ME01,2403ME02,2403ME03,2403ME04,2403ME05,2403ME06,2403ME07,2403ME08,2403ME09,2403ME10,2403ME11,2403ME12,2403ME13,2403ME14,2403ME15,"
356,25-09-2025,Thursday,Morning,EC2101,502,"2401AI49,2401AI54,2401AI55,2401CS87,2401CS89,2401CS92,2401CS93,2401CS95,2401EC01,2401EC02,2401EC03,2401EC04,2401EC05,2401EC06,2401EC07,2401EC08,2401EC09,2401EC10,2401EC11,2401EC12,2401EC13,2401EC14,2401EC15,2401EC17,2401EC18,2401EC19,2401EC21,2401EC23,2401EC27,2401EC28,2401EC29,2401EC31,2401EC32,2401EC34,2401EC35,2401EC36,2401EC37,2401EC38,2401EC39,2401EC40,2401EC41,2401EC42,2401EC43,2401EC44,2401EC45,2401EC46,2401EC47,2401EC48,2401EC49,2401EC49,2401EC50,2401EC51,2401EC51,2401EC52,2401EC53,2401EC54,2401EC55,2401EC55,2401EC56,2401EC57,2401EC58,2401EC59,2401EC60,2401EC61,2401EC62,2401EC62,2401EC63,2401EE01,2401EE02,2401EE03,2401EE04,2401EE05,2401EE06,2401EE07,2401EE08,2401EE10,2401EE11,2401EE12,2401EE13,2401EE15,2401EE16,2401EE17,2401EE18,2401EE19,2401EE20,2401EE25,2401EE26,2401EE27,2401EE28,2401EE29,2401EE30,2401EE31,2401EE33,2401EE35,2401EE36,2401EE37,2401EE38,2401EE39,2401EE40,2401EE41,"
357,25-09-2025,Thursday,Morning,ME5102,LT001,"2511MD01,2511MD02,2511MD03,2511MD04,2511MD05,2511MD06,2511MD07,2511MD08,2511MD09,2511MD11,2511MD12,2511MD13,2511MD14,2511MD15,"
358,25-09-2025,Thursday,Morning,ME5106,LT001,"2511TF01,2511TF02,2511TF03,2511TF04,2511TF05,2511TF06,2511TF08,2511TF09,2511TF10,2511TF11,2511TF12,"
359,25-09-2025,Thursday,Morning,ME5108,LT001,"2511AM01,2511AM02,2511AM03,2511AM04,2511AM05,2511AM06,2511AM07,2511AM08,"
360,25-09-2025,Thursday,Morning,CS577,LT001,"2101CS86,"
361,25-09-2025,Thursday,Morning,CS6101,LT001,"2421CS09,2421CS11,2422CS16,2422CS18,2422CS21,2422CS23,2511CS25,2521CS09,"
362,25-09-2025,Thursday,Morning,EC2101,LT003,"2401EE42,2401EE43,2401EE44,2401EE45,2401EE46,2401EE48,2401EE50,2401EE51,2401EE52,2401EE53,2401EE54,2401EE55,2401EE56,2401EE57,2401MC51,2402CM01,2402CM02,2402CM03,2402CM04,2402CM05,2402CM06,2402CM08,2402CM09,2402CM10,2402CS12,2402PC01,2402PC02,2402PC03,2402PC04,2402PC06,2402PC07,2402PC08,2402PC10,2402PC11,2402VL01,2402VL02,2402VL03,2402VL04,2402VL05,2402VL06,2402VL07,2402VL08,2402VL09,2402VL10,2402VL11,2403EC01,2403EC02,2403EC03,2403EC04,2403EC05,2403EE01,2403EE02,2403EE03,2403EE04,2403EE05,2403EE06,"
363,25-09-2025,Thursday,Morning,CB2105,109,"2401MC54,2403CB01,2403CB02,2403CB03,2403CB04,"
364,25-09-2025,Thursday,Morning,CE6120,301,"2422CE11,2521CE09,"
365,25-09-2025,Thursday,Morning,CS2105,LT001,"2401AI01,2401AI02,2401AI03,2401AI04,2401AI05,2401AI06,2401AI07,2401AI08,2401AI09,2401AI10,2401AI11,2401AI12,2401AI13,2401AI14,2401AI15,2401AI16,2401AI17,2401AI18,2401AI19,2401AI20,2401AI21,2401AI22,2401AI23,2401AI24,2401AI25,2401AI26,2401AI27,2401AI28,2401AI29,2401AI30,2401AI31,2401AI32,2401AI33,2401AI34,2401AI36,2401AI37,2401AI38,2401AI39,2401AI40,2401AI41,2401AI42,2401AI43,2401AI44,2401AI45,"
366,25-09-2025,Thursday,Morning,CS2105,LT003,"2401AI46,2401AI47,2401AI48,2401AI49,2401AI50,2401AI51,2401AI52,2401AI53,2401AI54,2401AI55,2401AI56,2401CS01,2401CS02,2401CS04,2401CS05,2401CS06,2401CS07,2401CS08,2401CS09,2401CS10,2401CS11,2401CS12,2401CS13,2401CS14,2401CS15,2401CS16,2401CS17,2401CS18,2401CS19,2401CS20,2401CS21,2401CS22,2401CS23,2401CS24,2401CS25,2401CS26,2401CS27,2401CS28,2401CS29,2401CS30,2401CS31,2401CS32,2401CS33,2401CS34,2401CS35,2401CS36,2401CS37,2401CS38,2401CS39,2401CS40,2401CS41,2401CS42,2401CS43,2401CS44,2401CS45,2401CS46,2401CS47,2401CS48,2401CS49,2401CS50,"
367,25-09-2025,Thursday,Morning,CS2105,LT103,"2401CS51,2401CS52,2401CS53,2401CS54,2401CS55,2401CS56,2401CS57,2401CS58,2401CS59,2401CS60,2401CS61,2401CS62,2401CS63,2401CS64,2401CS65,2401CS66,2401CS67,2401CS68,2401CS69,2401CS70,2401CS71,2401CS72,2401CS73,2401CS74,2401CS75,2401CS76,2401CS77,2401CS78,2401CS79,2401CS80,2401CS81,2401CS82,2401CS83,2401CS84,2401CS85,2401CS85,2401CS86,2401CS87,2401CS88,2401CS89,2401CS90,2401CS91,2401CS92,2401CS93,2401CS94,2401CS95,2401CS96,2402CS01,2402CS02,2402CS03,2402CS05,2402CS06,2402CS07,2402CS08,2402CS09,2402CS10,2402CS11,2402CS12,2403AI01,2403AI02,2403AI03,2403AI04,2403AI05,2403CS01,2403CS02,2403CS03,2403CS04,2403CS05,"
368,24-09-2025,Wednesday,Evening,HS001,304,"2503PH04,"
369,24-09-2025,Wednesday,Evening,MM3104,304,"2301MM40,"
370,24-09-2025,Wednesday,Evening,CS411,CC-1,"2201CS22,2201CS23,2201CS24,2201CS25,2201CS27,2201CS28,2201CS29,2201CS30,2201CS31,2201CS32,2201CS33,2201CS34,2201CS35,2201CS36,2201CS37,2201CS38,2201CS39,2201CS40,2201CS41,2201CS42,2201CS43,2201CS44,2201CS45,2201CS47,2201CS48,2201CS49,2201CS50,2201CS52,2201CS53,2201CS54,2201CS55,2201CS56,2201CS57,2201CS58,2201CS59,2201CS60,2201CS61,2201CS63,2201CS64,2201CS65,2201CS66,2201CS67,2201CS68,2201CS69,2201CS70,2201CS71,2201CS72,2201CS73,2201CS74,2201CS75,2201CS76,2201CS77,2201CS79,2201CS80,2201CS81,2201CS82,2201CS83,2201CS85,2201CS86,2201CS87,2201CS88,2201CS89,2201CS90,2201CS91,2201CS92,2201CS93,2201CS94,2201CS95,"
371,24-09-2025,Wednesday,Evening,CS3105,103,"2301AI38,2301AI39,2301AI40,2301AI41,2301AI42,2301AI43,2301AI44,2301AI45,2301AI46,2301AI47,2301AI48,2301AI49,2301AI50,2301AI51,2301AI52,2301AI53,2301AI54,2301AI55,2301AI56,2301AI57,"
372,24-09-2025,Wednesday,Evening,MA4108,103,"2512MA15,2512MA16,2512MA16,2512MA17,2512MA18,2512MA19,2512MA19,2512MA20,2512MA21,"
373,25-09-2025,Thursday,Evening,MA4109,102,"2512MA01,2512MA01,2512MA02,2512MA03,2512MA04,2512MA05,2512MA05,2512MA06,2512MA07,2512MA07,2512MA08,2512MA08,2512MA09,2512MA10,2512MA11,2512MA12,2512MA12,2512MA13,2512MA13,2512MA14,2512MA15,"
374,25-09-2025,Thursday,Evening,CB3105,102,"2301CB01,2301CB02,2301CB03,2301CB04,2301CB05,2301CB06,2301CB07,2301CB08,2301CB09,2301CB10,"
375,25-09-2025,Thursday,Evening,HS7103,102,"2422HS03,2422HS04,2422HS06,2422HS13,2521HS09,"
376,25-09-2025,Thursday,Evening,CE1101,104,"2501CS06,2501CS10,2501CS21,2501CS22,2501CS23,2501CS29,2501CS30,2501CS31,2501CS32,2501CS33,2501CS34,2501CS35,2501CS36,2501CS37,2501CS38,2501CS39,2501CS40,2501CS41,2501CS42,2501CS43,2501CS44,2501CS45,2501CS46,2501CS47,2501CS48,2501CS49,2501CS50,2501CS51,2501CS52,2501CS53,2501CS54,2501CS55,2501CS56,2501CS57,2501CS58,2501CS59,2501CS60,2501CS61,2501CS62,2501CS63,2501CS64,2501CS65,2501CS66,2501CS67,2501CS68,2501CS69,2501CS70,2501CS71,2501CS72,2501CS73,2501CS74,2501CS75,2501CS76,2501CS77,2501CS78,2501CS79,2501CS80,2501CS81,2501CS82,2501CS83,2501CS84,2501CS85,2501CS86,2501CS87,"
377,25-09-2025,Thursday,Evening,MA6107,104,"2412MA02,2412MA05,2412MA07,2412MA08,2412MA09,2412MA11,2412MA15,2412MA19,2412MA20,2412MA21,2412MA24,2412MA25,2422MA01,"
378,25-09-2025,Thursday,Evening,CE1101,107,"2501CS88,2501EC01,2501EC02,2501EC03,2501EC04,2501EC05,2501EC06,2501EC07,2501EC08,2501EC09,2501EC10,2501EC11,2501EC12,2501EC13,2501EC14,2501EC15,2501EC16,2501EC17,2501EC18,2501EC19,2501EC20,2501EC21,2501EC22,2501EC23,2501EC24,2501EC25,2501EC26,2501EC27,2501EC28,2501EC29,2501EC30,2501EC32,2501EC33,2501EC34,2501EC35,2501EC36,2501EC37,2501EC38,2501EC39,2501EC41,"
379,25-09-2025,Thursday,Evening,CH3104,107,"2301CT02,2301CT04,2301CT06,2301CT07,2301CT08,2301CT09,2301CT10,2301CT11,2301CT12,2301CT13,2301CT14,2301CT15,2301CT16,2301CT17,2301CT18,2301CT19,2301CT20,2301CT21,2301CT22,2301CT23,2301CT24,2301CT25,2301CT26,2301CT27,2301CT28,2301CT31,2301CT32,2301CT33,2301CT34,2301CT35,2301CT36,2301CT37,"
380,25-09-2025,Thursday,Evening,CB5101,107,"2511CB01,2511CB02,2511CB03,2511CB05,2511CB07,2511CB08,"
381,25-09-2025,Thursday,Evening,CE1101,109,"2501EC42,2501EC43,2501EC44,2501EC45,2501EC46,2501EC47,2501EC48,2501EC49,2501EC50,2501EE01,2501EE02,2501EE03,2501EE04,2501EE05,2501EE06,2501EE07,2501EE08,2501EE09,2501EE10,2501EE11,2501EE12,2501EE13,2501EE14,2501EE15,2501EE16,2501EE17,2501EE18,2501EE19,2501EE20,2501EE21,2501EE22,2501EE23,2501EE24,2501EE25,2501EE26,2501EE28,2501EE29,2501EE30,2501EE31,2501EE32,"
382,25-09-2025,Thursday,Evening,MM3101,109,"2301MM02,2301MM03,2301MM04,2301MM05,2301MM06,2301MM07,2301MM08,2301MM09,2301MM10,2301MM11,2301MM12,2301MM13,2301MM15,2301MM17,2301MM18,2301MM19,2301MM21,2301MM22,2301MM23,2301MM24,2301MM25,2301MM26,2301MM27,2301MM29,2301MM30,2301MM31,2301MM32,2301MM33,2301MM34,2301MM35,2301MM36,2301MM37,2301MM38,2301MM39,2301MM40,"
383,25-09-2025,Thursday,Evening,CE1101,303,"2501EE34,2501EE35,2501EE36,2501EE37,2501EE38,2501EE39,2501EE40,2501EE41,2501EE42,2501EE43,2501EE44,2501EE45,2501ES01,2501ES02,2501ES03,2501ES04,2501ES05,2501ES06,2501ES07,2501ES08,2501ES09,2501ES10,2501ES11,2501ES12,2501ES13,2501ES14,2501ES15,2501ES16,2501ES17,2501ES18,2501ES19,2501ES20,2501ES21,2501ES22,2501MC01,2501MC02,2501MC03,2501MC04,2501MC05,2501MC06,2501MC07,2501MC08,2501MC09,2501MC10,2501MC11,2501MC12,2501MC13,2501MC14,2501MC15,2501MC16,2501MC17,2501MC18,2501MC19,2501MC20,2501MC21,2501MC22,2501MC23,2501MC24,2501MC25,2501MC26,2501MC27,2501MC28,2501MC29,2501MC30,2501MC31,2501MC32,2501MC33,2501MC34,2501MC35,2501MC36,2501MC37,2501MC38,2501MC39,2501MC40,2501MC41,"
384,25-09-2025,Thursday,Evening,MA3105,308,"2301MC04,2301MC05,2301MC07,2301MC08,2301MC09,2301MC10,2301MC11,2301MC12,2301MC13,2301MC14,2301MC15,2301MC16,2301MC17,2301MC18,2301MC19,2301MC20,2301MC21,2301MC22,2301MC23,2301MC24,2301MC25,2301MC26,2301MC28,2301MC29,2301MC30,2301MC31,2301MC32,2301MC33,2301MC34,2301MC35,2301MC36,2301MC37,2301MC38,2301MC39,2301MC40,2301MC41,2301MC42,2301MC43,2301MC44,2301MC45,2301MC46,2301MC47,2301MC49,2301MC50,2301MC51,2301MC52,2301MC53,2301MC54,2301MC55,2301MC57,2301MC58,2301MC59,2301MC60,2301MC61,2302MC01,2302MC02,2302MC03,2302MC04,2302MC05,2302MC06,2302MC07,2302MC09,2302MC10,2302MC11,2302MC12,"
385,25-09-2025,Thursday,Evening,EE3101,308,"2301EE01,2301EE02,2301EE03,2301EE04,2301EE05,2301EE06,2301EE08,2301EE09,"
386,25-09-2025,Thursday,Evening,CE1101,502,"2501MC42,2501MC43,2501MC44,2501MC45,2501MC46,2501MC47,2501MC48,2501ME01,2501ME02,2501ME03,2501ME04,2501ME05,2501ME06,2501ME07,2501ME08,2501ME09,2501ME10,2501ME11,2501ME12,2501ME13,2501ME14,2501ME15,2501ME16,2501ME17,2501ME18,2501ME19,2501ME20,2501ME21,2501ME22,2501ME23,2501ME24,2501ME25,2501ME26,2501ME27,2501ME28,2501ME29,2501ME30,2501ME31,2501ME32,2501ME33,2501ME34,2501ME35,2501ME36,2501ME37,2501ME38,2501ME40,2501ME41,2501ME42,2501ME43,2501ME44,"
387,25-09-2025,Thursday,Evening,EE3101,502,"2301EE11,2301EE12,2301EE14,2301EE15,2301EE16,2301EE17,2301EE18,2301EE20,2301EE22,2301EE24,2301EE25,2301EE26,2301EE27,2301EE28,2301EE30,2301EE32,2301EE33,2301EE34,2301EE36,2301EE38,2301EE39,2301EE40,2301EE41,2301EE42,2301EE43,2301EE44,2301EE46,2301EE47,2301EE48,2301EE49,2301EE50,2301EE51,2301EE52,2301EE53,2301EE54,2301EE55,2301EE56,2301EE57,2301EE58,2301EE59,2301EE60,2301EE61,2302PC02,2302PC03,2302PC04,2302PC06,2302PC07,2302PC08,2302PC09,2302PC10,"
388,25-09-2025,Thursday,Evening,CE1101,LT001,"2501ME45,2501ME46,2501ME47,2501ME48,2501ME49,2501ME50,2501ME51,2501ME52,2501ME53,2501ME54,2501ME55,2501ME56,2501ME57,2501ME58,2501ME60,2501ME61,2501ME62,2501ME63,2501ME64,2501ME65,2501ME66,2501ME67,2501ME68,2501ME69,2501ME70,2501ME71,2501ME72,2501ME73,2501ME74,2501ME75,2501ME76,2501ME77,2501ME78,2501ME79,2501ME80,2501ME81,2501ME82,2501ME83,2501MM01,2501MM02,2501MM04,2501MM05,2501MM06,2501MM07,2501MM08,2501MM09,2501MM10,2501MM11,2501MM12,2501MM13,"
